Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,MidHip_x,MidHip_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,LBigToe_x,LBigToe_y,LSmallToe_x,LSmallToe_y,LHeel_x,LHeel_y,RBigToe_x,RBigToe_y,RSmallToe_x,RSmallToe_y,RHeel_x,RHeel_y,pred_b,pred
973.611,353.6430000000001,991.771,432.086,942.077,426.894,908.117,536.694,991.768,518.332,1038.85,442.559,1031.01,575.976,949.944,510.504,970.913,677.928,931.669,672.7130000000002,910.795,826.9680000000002,908.036,955.255,1010.11,680.615,997.008,845.193,991.671,955.262,968.237,340.531,994.303,342.994,952.607,345.84,1015.48,348.395,968.265,955.286,991.744,955.3,991.739,955.281,0.0,0.0,0.0,0.0,908.147,955.278,0.2896399,1
968.294,335.272,968.203,429.461,908.028,426.936,881.9119999999998,539.311,861.013,505.23,1028.36,432.056,1057.31,539.351,1015.38,552.4119999999998,949.84,670.1060000000001,905.501,664.887,889.926,829.65,918.538,955.249,991.713,675.2489999999998,973.414,845.268,968.246,955.266,952.538,322.259,978.776,322.321,931.735,343.046,994.547,343.131,0.0,0.0,0.0,0.0,970.802,955.29,908.1,955.276,0.0,0.0,923.816,955.265,0.99937654,2
594.216,322.223,533.981,405.934,507.869,411.109,494.805,562.822,534.02,698.712,557.694,395.456,573.365,554.989,596.826,651.755,552.405,659.675,528.813,664.818,531.4540000000002,853.176,0.0,0.0,575.941,659.615,578.561,827.045,554.9069999999998,955.222,578.53,306.487,588.986,306.505,544.509,322.11,0.0,0.0,552.413,955.244,0.0,0.0,554.9680000000002,955.226,0.0,0.0,0.0,0.0,0.0,0.0,0.00027287006,3
884.6,345.81699999999995,866.22,429.446,806.18,424.246,793.029,518.346,834.827,607.3,923.735,437.254,931.673,536.753,884.503,602.143,847.9780000000002,646.5740000000002,806.123,643.915,790.3919999999998,824.285,766.947,955.254,889.794,649.186,866.3510000000001,829.643,847.8969999999998,955.258,868.783,335.26,892.3889999999999,337.884,845.3330000000002,345.741,905.498,345.7290000000001,0.0,0.0,0.0,0.0,847.934,955.278,764.202,955.274,764.248,955.304,769.4730000000002,955.275,0.01395914,4
319.525,324.713,301.2290000000001,411.228,241.13,408.602,214.936,518.365,254.208,531.573,356.161,418.968,366.605,510.49300000000005,363.941,533.986,306.558,656.957,269.899,659.561,280.381,826.947,280.244,955.245,345.755,654.341,363.925,813.9119999999998,364.031,955.229,301.4,304.0540000000001,327.487,309.207,280.249,319.559,343.046,324.935,361.389,955.263,377.161,955.268,361.449,955.247,269.904,955.252,264.711,955.268,280.388,955.26,0.921015,2
824.3989999999999,358.80800000000005,803.423,429.517,761.673,426.775,722.4889999999998,534.02,793.0210000000002,531.299,842.7189999999998,437.298,826.971,515.804,855.7710000000002,539.368,803.434,646.5509999999998,785.1419999999998,649.173,800.89,803.4060000000002,806.0980000000002,955.253,821.712,643.929,785.2360000000001,803.498,745.934,955.201,808.7239999999998,343.13,834.885,343.2390000000001,785.2919999999998,345.8119999999999,847.9169999999998,348.42,743.3480000000002,955.262,0.0,0.0,743.2710000000002,955.232,806.118,955.27,806.1030000000002,955.289,808.796,955.279,0.9661523,2
424.175,309.141,384.99300000000005,408.457,330.116,408.578,319.601,541.956,343.047,675.35,432.08,405.971,452.985,528.887,468.624,636.047,403.337,656.9780000000002,366.569,659.57,369.255,832.27,369.345,955.259,437.321,654.363,450.282,824.326,447.696,955.25,405.824,301.33,424.11800000000005,298.61,366.758,322.171,0.0,0.0,0.0,0.0,0.0,0.0,447.671,955.267,374.54,955.24,0.0,0.0,377.11300000000006,955.274,0.015604734,3
450.306,340.547,392.888,411.094,351.017,405.848,335.305,531.399,361.477,654.37,437.298,424.18,450.327,533.979,466.041,620.472,405.805,646.557,371.8730000000001,646.573,385.07,824.471,371.945,955.238,429.575,646.496,426.767,824.284,387.59,955.225,437.337,324.814,450.401,324.848,403.257,324.887,0.0,0.0,0.0,0.0,0.0,0.0,384.931,955.266,366.747,955.262,364.084,955.287,366.796,955.263,0.02870351,3
531.4590000000002,343.21,568.0319999999998,418.978,544.505,421.628,554.948,531.365,0.0,0.0,591.538,413.758,615.05,536.7130000000002,531.555,568.0509999999998,562.821,638.619,552.362,636.096,552.442,800.865,570.6619999999998,955.232,575.814,638.7230000000002,549.735,803.452,573.323,955.241,518.427,330.079,544.5509999999998,327.472,0.0,0.0,573.26,337.917,573.215,955.287,575.94,955.291,573.3919999999998,955.267,0.0,0.0,0.0,0.0,568.106,955.243,0.044413745,4
947.354,343.18300000000005,994.345,429.596,939.465,426.856,921.149,513.216,908.011,528.804,1049.29,442.478,1054.47,554.891,955.24,531.326,968.29,664.819,929.039,659.699,934.27,834.83,949.956,955.25,1007.45,667.4680000000002,991.843,845.375,978.753,955.256,949.824,327.431,955.233,327.437,0.0,0.0,994.451,340.559,0.0,0.0,0.0,0.0,0.0,0.0,931.698,955.26,0.0,0.0,952.565,955.273,0.9520322,2
345.88699999999994,322.202,324.891,411.104,272.504,413.7480000000001,243.767,528.78,283.047,533.951,384.95,408.562,445.106,484.332,513.196,445.157,345.639,641.323,306.566,646.56,306.61,806.115,304.035,955.228,382.395,638.634,405.779,803.425,413.751,955.23,327.504,311.748,348.454,303.937,301.196,330.043,0.0,0.0,0.0,0.0,0.0,0.0,411.196,955.256,303.973,955.258,303.9170000000001,955.268,309.116,955.258,0.999373,6
887.273,348.376,889.934,432.049,837.43,432.169,819.1439999999999,534.085,863.6080000000002,594.2040000000002,952.561,429.486,973.431,533.97,928.934,591.558,892.3789999999998,656.913,850.539,656.972,866.209,819.186,879.2919999999998,955.25,934.246,654.344,949.924,821.755,965.662,955.254,871.422,343.0619999999999,895.03,337.875,855.808,358.785,910.812,345.647,0.0,0.0,0.0,0.0,970.775,955.275,871.49,955.284,874.0989999999998,955.297,884.584,955.269,0.19411975,4
549.754,384.854,489.633,408.629,437.339,403.329,405.846,528.8240000000002,421.587,628.226,536.643,424.132,544.479,531.471,539.3430000000002,628.246,487.043,651.746,447.778,649.13,447.674,827.1080000000002,0.0,0.0,526.196,651.771,494.893,832.2689999999999,0.0,0.0,539.3009999999998,364.141,554.941,366.80300000000005,507.855,343.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012805939,0
1028.41,350.9790000000001,1028.38,442.55300000000005,970.884,437.271,952.468,534.073,983.947,589.016,1078.22,445.176,1078.14,536.742,1075.51,615.174,1017.91,656.94,981.308,654.384,970.732,813.9119999999998,950.034,955.237,1057.06,656.9810000000001,1044.1,816.559,1033.72,955.242,1012.81,343.071,1038.85,343.005,994.51,358.816,1057.19,351.042,0.0,0.0,0.0,0.0,1033.58,955.262,949.882,955.267,949.917,955.277,952.543,955.264,0.53376025,2
952.515,353.611,1012.65,432.156,973.551,426.81,934.264,541.925,968.212,518.434,1038.94,447.662,1012.64,586.381,968.267,533.9830000000002,991.661,685.813,962.979,680.5360000000002,939.489,842.6360000000002,929.124,955.265,1015.26,696.2539999999998,1012.74,853.165,1017.93,955.268,0.0,0.0,965.615,343.084,0.0,0.0,997.033,348.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8451528,1
343.251,330.088,319.532,413.715,262.142,408.45,238.52,531.508,311.731,575.986,366.644,424.169,384.964,531.414,364.129,570.697,324.712,662.201,288.186,662.295,283.128,824.334,275.124,955.246,358.832,659.5939999999998,345.731,806.158,330.096,955.234,327.514,319.613,351.031,322.1790000000001,301.267,324.763,0.0,0.0,327.46,955.281,345.74300000000005,955.289,327.4190000000001,955.253,262.094,955.267,0.0,0.0,277.733,955.269,0.1159845,5
657.068,348.389,625.611,429.408,576.034,429.496,565.48,531.502,583.776,607.266,675.297,429.338,677.846,513.237,662.2139999999998,568.087,636.056,643.937,599.488,646.535,578.5269999999998,803.3889999999999,555.001,955.213,664.904,641.3330000000002,659.66,806.1089999999998,651.731,955.217,638.763,343.094,657.07,335.25,609.901,356.2290000000001,0.0,0.0,0.0,0.0,0.0,0.0,643.9169999999998,955.241,552.451,955.241,552.311,955.249,555.012,955.244,0.40362287,4
711.6339999999999,282.638,744.9830000000002,349.241,727.3939999999999,351.141,717.567,429.528,694.049,494.186,760.7,349.1930000000001,770.388,433.52,758.596,511.856,737.137,517.698,715.6139999999998,513.78,694.0160000000002,613.673,676.426,715.6060000000001,756.7439999999998,521.6,762.597,631.299,789.9780000000002,715.64,711.7230000000002,270.83,723.38,274.745,0.0,0.0,744.9830000000002,286.54,776.3480000000002,715.665,0.0,0.0,791.929,715.648,650.904,715.6060000000001,650.89,715.586,678.3689999999998,715.637,0.073323786,3
931.655,340.457,934.226,429.55800000000005,876.683,429.516,845.326,526.205,785.097,513.153,994.486,432.059,1030.97,541.885,973.495,549.717,921.148,664.819,887.1160000000001,659.69,905.379,842.688,952.453,955.247,952.648,670.078,928.908,842.66,910.806,955.268,921.208,324.754,949.834,324.789,907.93,343.098,968.146,343.153,0.0,0.0,0.0,0.0,0.0,0.0,949.937,955.28,0.0,0.0,963.031,955.262,0.9998155,2
398.019,298.655,384.989,405.907,319.633,406.004,290.871,536.707,314.323,641.38,447.819,405.771,473.959,523.56,468.755,623.036,395.444,659.6619999999998,345.881,662.293,358.781,866.263,0.0,0.0,445.116,657.0089999999999,447.68,847.93,434.6880000000001,955.274,377.159,283.067,405.815,280.475,348.464,311.762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07030749,3
944.65,353.56,952.654,437.322,905.521,439.87,902.802,534.0,910.781,602.096,1007.49,434.719,1017.95,531.475,1012.79,607.3430000000002,952.597,643.957,921.158,643.919,931.632,813.9760000000001,949.99,955.249,989.222,643.914,997.082,819.1610000000002,1025.79,955.254,929.12,343.1869999999999,952.634,343.041,915.898,361.36300000000006,973.533,348.478,0.0,0.0,0.0,0.0,1031.02,955.273,936.92,955.274,0.0,0.0,957.757,955.27,0.2927604,4
887.107,348.4380000000001,866.27,434.74,813.944,432.109,800.818,531.469,811.378,604.689,915.959,439.915,923.796,536.677,897.635,596.8,868.7710000000002,657.06,829.6619999999998,657.0310000000002,811.341,816.564,787.8539999999998,955.241,905.518,659.56,902.873,824.4,887.211,955.253,868.885,337.934,892.502,343.014,845.352,348.413,908.05,353.564,0.0,0.0,0.0,0.0,887.1389999999999,955.275,782.574,955.258,782.5269999999998,955.271,790.438,955.265,0.4835401,4
916.006,345.874,910.717,432.039,871.535,429.519,910.606,552.425,970.783,513.206,949.982,432.154,978.687,560.183,934.229,510.61,929.098,677.9010000000002,908.101,677.9860000000001,910.85,842.645,895.073,955.247,952.485,675.342,952.548,829.613,863.57,928.927,902.825,340.575,928.944,330.039,876.709,358.782,939.543,340.531,853.17,955.187,866.22,955.223,842.64,928.941,0.0,0.0,0.0,0.0,0.0,0.0,0.14749768,2
1243.01,413.714,1193.17,439.91,1122.59,424.121,1078.13,531.444,1093.77,643.9630000000002,1258.53,453.084,1263.66,575.911,1224.58,675.283,1159.18,662.2410000000001,1117.24,656.993,1099.14,826.961,1099.0,955.255,1201.06,670.0989999999998,1182.69,827.0,1172.3,955.251,1240.25,392.903,1258.53,405.917,1203.65,366.735,0.0,0.0,0.0,0.0,0.0,0.0,1177.49,955.278,0.0,0.0,0.0,0.0,1099.14,955.281,0.09701845,3
724.9989999999998,348.454,667.419,416.352,659.572,418.99,620.363,534.216,649.134,646.506,677.8889999999999,411.192,0.0,0.0,0.0,0.0,677.809,638.64,677.829,638.624,698.816,795.6289999999998,659.6489999999999,955.221,675.325,638.696,664.826,790.4010000000002,636.0980000000002,955.203,719.7410000000001,340.5730000000001,0.0,0.0,683.2389999999998,345.8780000000001,0.0,0.0,630.785,955.281,633.419,955.285,628.219,955.234,662.285,955.269,667.4630000000002,955.268,662.188,955.246,0.22103485,3
379.747,340.427,369.352,424.115,322.091,411.16,296.041,510.548,319.574,552.4019999999998,426.832,429.355,447.693,549.702,387.646,562.8530000000002,371.889,646.506,340.452,643.967,322.311,800.8810000000002,280.335,955.196,408.479,646.499,403.185,808.705,382.296,955.227,366.62,322.251,390.235,324.782,345.891,330.0490000000001,408.516,343.016,0.0,0.0,0.0,0.0,371.922,955.246,272.528,955.257,275.148,955.251,280.324,955.241,0.19912589,5
968.297,356.191,908.169,434.669,861.018,429.489,826.949,528.798,842.694,539.341,955.167,445.061,965.659,534.034,960.359,552.4580000000002,910.722,659.679,874.158,659.676,863.6569999999998,808.707,834.828,955.232,949.82,659.684,934.33,824.334,928.921,955.247,952.608,343.12,0.0,0.0,913.319,345.905,0.0,0.0,0.0,0.0,0.0,0.0,926.334,955.27,827.053,955.259,826.9960000000002,955.267,834.89,955.26,0.99709105,2
447.643,345.689,387.724,419.003,353.6380000000001,411.097,316.992,518.359,385.049,541.876,426.82,426.8130000000001,403.274,521.033,447.801,544.485,403.219,638.69,382.288,638.764,382.341,798.26,348.3280000000001,955.21,424.125,636.112,403.293,800.8939999999999,369.334,955.195,432.057,330.1090000000001,0.0,0.0,392.836,340.487,0.0,0.0,385.015,955.243,392.829,955.234,369.302,955.248,343.083,955.277,337.912,955.275,345.677,955.254,0.89427936,2
447.837,322.323,418.999,411.09,364.067,405.84,335.295,515.8340000000002,350.969,641.321,471.31,424.144,486.971,534.151,476.514,638.743,411.167,638.747,377.114,638.682,385.007,811.323,371.951,955.232,450.29,641.293,426.875,824.3430000000002,403.305,955.231,429.583,309.12,455.584,314.363,405.922,324.858,468.603,327.41,405.987,955.275,419.017,955.269,403.334,955.258,369.32,955.267,364.05300000000005,955.279,371.903,955.25,0.0051410496,3
327.517,327.5,296.046,411.233,238.478,408.624,201.942,520.9780000000002,248.983,549.727,345.852,416.413,353.648,513.175,364.01,531.406,304.04,654.37,267.269,656.998,280.32,824.3710000000002,280.341,955.241,345.672,649.173,361.4380000000001,811.3560000000001,361.467,955.22,319.55,314.324,340.487,319.588,280.369,322.093,0.0,0.0,361.394,955.251,377.125,955.254,358.793,955.242,269.91900000000004,955.251,267.314,955.268,282.975,955.258,0.9793358,2
502.699,314.323,450.275,405.97,400.681,408.517,413.811,552.317,521.0319999999998,612.464,494.91,403.321,526.154,515.813,533.955,638.773,468.705,675.32,426.905,680.552,429.377,866.2810000000002,0.0,0.0,510.401,667.456,528.889,847.9169999999998,523.629,955.273,487.037,301.2390000000001,497.487,301.187,445.033,306.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014952719,5
317.8540000000001,270.805,366.796,323.73,351.209,321.8590000000001,296.346,400.172,319.83,400.19,374.714,323.77,310.06,404.069,296.31,386.505,357.065,507.921,366.854,507.906,382.526,621.516,427.548,715.612,351.226,509.871,333.581,639.215,0.0,0.0,317.803,259.028,327.702,257.195,0.0,0.0,368.757,261.06,0.0,0.0,0.0,0.0,0.0,0.0,419.764,715.627,425.606,715.637,431.565,715.6210000000002,0.12825015,5
387.499,340.452,395.403,426.693,343.2290000000001,413.811,345.68,513.214,345.74,596.813,447.771,429.402,453.078,534.001,450.318,638.712,387.657,638.756,356.19699999999995,638.7230000000002,335.3180000000001,806.0980000000002,314.391,955.235,426.714,641.273,411.106,806.197,400.701,955.235,377.12,322.235,405.772,324.7270000000001,364.155,327.418,426.772,335.284,390.203,955.271,405.95,955.292,395.48800000000006,955.257,303.892,955.262,303.891,955.267,317.004,955.267,0.007437229,0
387.636,332.665,348.327,416.342,324.753,408.57,343.148,534.109,405.851,602.134,377.128,426.6880000000001,392.796,513.193,408.643,568.0840000000002,366.648,654.335,353.617,656.9630000000002,345.69,813.941,306.577,955.238,384.864,646.577,358.81699999999995,808.722,340.497,955.226,371.941,322.293,385.07,322.166,340.451,340.435,0.0,0.0,0.0,0.0,0.0,0.0,343.158,955.265,0.0,0.0,0.0,0.0,303.959,955.267,0.012817949,5
701.487,327.494,667.482,418.959,617.7080000000002,418.977,599.521,549.71,641.372,654.364,719.785,413.792,740.564,531.4209999999998,719.8660000000001,628.198,670.061,641.344,633.4590000000002,646.54,636.144,808.7130000000002,638.6,955.231,701.6030000000002,638.753,714.4730000000002,806.1139999999998,704.066,955.226,685.788,322.155,701.623,319.643,656.922,335.286,0.0,0.0,693.6289999999998,955.276,717.112,955.288,704.045,955.256,633.4259999999998,955.268,633.4209999999998,955.277,638.781,955.259,0.0014019907,3
426.852,327.428,463.442,413.757,434.675,413.785,405.939,536.762,421.574,507.851,489.537,413.724,468.602,552.398,426.757,507.909,465.979,646.573,450.391,643.974,468.733,821.7289999999998,494.854,955.253,471.301,651.729,447.694,816.561,429.544,955.241,416.353,319.574,442.514,316.987,0.0,0.0,471.24300000000005,324.827,0.0,0.0,0.0,0.0,432.111,955.267,500.065,955.255,497.466,955.291,497.4980000000001,955.27,0.17475387,1
489.489,324.891,429.586,413.76,395.476,411.092,366.575,531.526,384.92800000000005,633.492,471.18,421.535,455.625,520.966,0.0,0.0,445.059,646.5419999999998,408.654,651.747,405.913,824.385,387.638,955.241,471.207,643.894,486.962,806.122,460.827,955.238,471.235,319.493,484.364,314.3540000000001,429.586,330.066,0.0,0.0,455.591,955.284,468.687,955.289,453.024,955.257,384.931,955.261,382.345,955.274,390.213,955.257,0.0475761,4
243.523,263.028,233.61,325.746,174.89,333.55,155.285,413.775,190.501,478.52,294.371,321.795,321.826,396.171,306.092,460.934,249.343,492.282,214.08900000000003,496.153,225.774,607.8,245.366,705.806,284.6090000000001,490.229,290.379,603.836,292.426,715.5939999999998,229.689,255.209,253.206,255.126,204.256,261.141,257.185,259.077,288.48,715.635,300.265,715.638,290.511,715.6210000000002,245.435,715.617,243.439,715.6239999999998,251.268,715.61,0.038208157,0
473.926,306.4790000000001,473.985,408.653,421.587,421.617,405.878,541.957,429.348,664.913,534.127,405.835,568.034,521.033,570.589,638.703,492.147,654.331,450.413,654.342,468.707,837.435,471.182,955.229,531.448,651.724,513.231,834.8560000000001,473.981,955.213,455.648,301.392,486.921,298.582,445.029,330.097,497.464,314.407,0.0,0.0,0.0,0.0,473.88,955.239,0.0,0.0,0.0,0.0,468.75,955.245,0.010094732,3
463.394,322.324,432.152,413.744,384.86,408.574,348.411,526.2,369.267,617.785,489.59,424.111,510.375,528.807,500.044,617.8240000000002,439.924,654.347,403.242,649.179,395.416,824.449,382.367,955.245,476.579,654.41,450.315,827.048,426.707,955.246,447.642,311.757,468.646,309.093,413.825,324.931,0.0,0.0,0.0,0.0,0.0,0.0,426.789,955.278,0.0,0.0,0.0,0.0,382.359,955.274,0.1968286,0
510.453,324.897,455.647,406.019,421.594,405.864,403.194,544.56,429.38,670.115,494.824,408.56,492.32,536.654,510.621,623.04,471.23800000000006,657.04,447.757,659.577,471.239,832.2739999999999,468.685,955.27,494.805,657.0060000000002,450.268,827.1139999999998,413.777,955.257,492.208,314.312,510.55800000000005,311.778,453.024,322.324,0.0,0.0,0.0,0.0,0.0,0.0,408.572,955.278,0.0,0.0,0.0,0.0,0.0,0.0,0.014395088,3
374.544,343.182,316.921,408.679,280.459,408.54,241.258,534.078,327.492,552.379,345.8119999999999,411.165,343.0680000000001,515.7909999999998,385.082,531.4490000000002,343.059,646.549,316.94,654.347,306.471,821.793,288.197,955.251,366.612,641.273,366.74,806.105,364.115,955.214,369.291,324.9240000000001,0.0,0.0,343.141,324.843,0.0,0.0,361.462,955.264,0.0,0.0,361.47,955.241,282.973,955.267,277.763,955.281,290.801,955.267,0.908495,2
805.5939999999998,288.414,795.9580000000002,353.186,752.7710000000002,351.201,731.2289999999998,427.554,721.488,498.13,842.932,359.0180000000001,854.789,439.362,866.439,521.6569999999998,778.298,515.727,748.87,509.922,745.04,629.383,762.5930000000002,715.63,807.7539999999998,521.612,793.919,633.339,821.431,715.6360000000002,792.061,274.762,813.563,276.764,776.25,286.543,823.38,290.395,0.0,0.0,0.0,0.0,833.1089999999998,715.6469999999998,748.898,715.627,0.0,0.0,758.658,715.6419999999998,0.45921606,3
356.156,337.88199999999995,301.175,411.104,243.725,408.632,220.213,531.422,261.964,622.981,345.891,411.165,364.048,528.8480000000002,379.779,609.928,316.981,654.393,280.398,656.9839999999998,277.688,826.993,251.627,955.26,345.896,651.7819999999998,345.848,816.5189999999999,343.162,955.246,343.112,322.154,348.32,322.219,301.243,324.788,0.0,0.0,0.0,0.0,0.0,0.0,343.08,955.256,0.0,0.0,0.0,0.0,251.588,955.267,0.13753223,0
387.596,311.778,345.843,405.849,298.64,403.217,243.818,531.347,322.116,507.85,400.672,408.426,390.289,523.6419999999998,424.247,534.015,358.807,659.6310000000002,314.336,662.2639999999999,311.756,845.35,0.0,0.0,400.717,656.982,424.236,824.452,416.357,955.255,369.263,301.268,392.809,301.2,340.51,309.18,0.0,0.0,0.0,0.0,0.0,0.0,416.365,955.282,0.0,0.0,0.0,0.0,0.0,0.0,0.96694183,2
348.431,322.3040000000001,317.018,411.11,283.025,408.486,304.029,547.168,371.945,625.5930000000002,345.731,413.7480000000001,361.471,528.758,384.975,615.11,332.709,649.137,322.2340000000001,651.768,316.964,824.3389999999998,298.592,955.238,345.79,646.539,332.672,808.704,314.405,955.231,335.301,311.7940000000001,345.843,306.539,298.675,330.015,0.0,0.0,0.0,0.0,0.0,0.0,316.981,955.262,0.0,0.0,0.0,0.0,293.432,955.259,0.019368827,3
596.925,371.875,552.415,426.721,492.311,408.546,465.978,510.48,492.306,581.163,612.4780000000002,434.72,615.01,536.661,573.368,596.861,533.971,649.14,492.173,643.945,489.531,821.702,471.445,955.246,573.317,651.732,555.021,824.472,539.28,955.256,594.09,353.57199999999995,612.523,363.926,555.044,343.0680000000001,0.0,0.0,0.0,0.0,0.0,0.0,539.265,955.281,466.093,955.266,460.846,955.279,476.496,955.266,0.30581105,4
